result_dir,summary_csv,benchmark_name,experiment_key,experiment_name,problem_kind,job_index,repeat,run_dir,problem,number_of_variables,number_of_eval,population_size,offspring_population_size,number_of_islands,topology,migrant_selection_strategy,migrant_acceptation_strategy,migration_interval,number_of_emigrants,island_result_count,best_final,mean_final,median_final,worst_final,std_final,mean_minus_median,outlier_count_robust,outlier_values_robust,winner_island,winner_reached_count,reported_average_result,reported_best_result,curve_file_count,first_step,last_step,global_best_start,global_best_end,global_best_improvement,first_step_global_best_le_1,first_step_global_best_le_0.1,first_step_global_best_le_0.01,convergence_start_best,convergence_end_best,convergence_improvement,convergence_eval_min,convergence_eval_max,auc_global_best_so_far,mean_global_best_so_far,best_at_25pct_budget,best_at_50pct_budget,best_at_75pct_budget,best_at_100pct_budget,eval_to_final_best,eval_to_25pct_improvement,eval_to_50pct_improvement,eval_to_75pct_improvement,eval_to_90pct_improvement,topology_edge_count_directed,topology_self_loops,topology_density_directed_no_self,topology_min_out_degree,topology_max_out_degree,topology_avg_out_degree,topology_min_in_degree,topology_max_in_degree,topology_avg_in_degree,topology_weak_component_count,topology_weak_component_sizes
local_matrix_computation\smoke_run\results\continous_fixed_toplogies\smoke_continous_fixed_toplogies\s0001_smoke_continuous_sphere_ring_random,local_matrix_computation\smoke_run\results\continous_fixed_toplogies\smoke_continous_fixed_toplogies\s0001_smoke_continuous_sphere_ring_random\summary.csv,smoke_continuous_sphere_ring_random,continous_fixed_toplogies,smoke_continous_fixed_toplogies,continuous,1,1,C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_continous_fixed_toplogies\Sphe12\s0001 12rr-co12ilu1,Sphere,12,96,8,4,12,ring,random,BEZ,12,1,12,8.483838377357692,20.321352503290903,16.743647619325394,47.625436438879575,11.89196815632384,3.5777048839655095,1,47.6254364389,10,1,20.321352503290903,8.483838377357692,12,1,22,22.067348116593188,8.483838377357692,13.583509739235495,,,,22.067348116593188,8.483838377357692,13.583509739235495,12.0,96.0,1152.8184101488473,13.724028692248183,22.067348116593188,9.847091446981445,9.512305010534622,8.483838377357692,96.0,44.0,44.0,48.0,64.0,24,12,0.09090909090909091,2,2,2.0,2,2,2.0,1,12
local_matrix_computation\smoke_run\results\descrete_random_topologies\smoke_descrete_random_topologies\s0001_smoke_descrete_trap5_rt_er_d8_s1_worst,local_matrix_computation\smoke_run\results\descrete_random_topologies\smoke_descrete_random_topologies\s0001_smoke_descrete_trap5_rt_er_d8_s1_worst\summary.csv,smoke_descrete_trap5_rt_er_d8_s1_worst,descrete_random_topologies,smoke_descrete_random_topologies,descrete,1,1,C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,rt_er_d8_s1,worst,BEZ,12,1,12,-19,-15.916666666666666,-16,-14,1.3819269959814167,0.08333333333333393,0,,3,1,-15.916666666666666,-19,12,1,22,-14,-19,5,1,1,1,-14.0,-19.0,5.0,12.0,96.0,-1466.0,-17.452380952380953,-16.0,-18.0,-18.0,-19.0,80.0,20.0,40.0,40.0,80.0,90,0,0.6818181818181818,4,9,7.5,4,9,7.5,1,12
