run_dir,problem,number_of_variables,number_of_eval,population_size,offspring_population_size,number_of_islands,topology,migrant_selection_strategy,migrant_acceptation_strategy,migration_interval,number_of_emigrants,island_result_count,best_final,mean_final,median_final,worst_final,std_final,mean_minus_median,outlier_count_robust,outlier_values_robust,winner_island,winner_reached_count,reported_average_result,reported_best_result,curve_file_count,first_step,last_step,global_best_start,global_best_end,global_best_improvement,first_step_global_best_le_1,first_step_global_best_le_0.1,first_step_global_best_le_0.01
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,rt_er_d8_s1,worst,BEZ,12,1,12,-19.0,-15.916666666666666,-16.0,-14.0,1.3819269959814167,0.08333333333333393,0,,3,1,-15.916666666666666,-19.0,12,1,22,-14.0,-19.0,5.0,1,1,1
